repository,issue_number,title,html_url,state,relevance_score,labels,matched_fs_keywords,matched_perf_keywords,author,created_at,body_snippet
pydata/xarray,10875,Confusing error message when reducing over non-existent dimension,https://github.com/pydata/xarray/issues/10875,open,14,"bug, topic-groupby, topic-error reporting",fsspec,"bottleneck, io, stall, stalled",mousey92,2025-10-24T11:31:44Z,"### What happened? When reducing a DataArray after using groupby, and reducing over a dimension that does not exist, the given error is ```python ValueError: cannot reduce over dimensions ['<missing dimension>']. expected either '...' to reduce over all dimensions or one or more of (<existing dimens..."
pydata/xarray,10827,"zarr-ZipStore problems: no filename support, duplicate metadata on ZipStore-write, can't read from ZipStore via filename",https://github.com/pydata/xarray/issues/10827,open,14,"bug, topic-backends, topic-zarr",fsspec,"bottleneck, io, stall, stalled",csubich,2025-10-07T16:03:32Z,"### What happened? Recent versions of xarray have several regressions when dealing with zarrs by way of ZipStores. First, there is no longer transparent creation of a ZipStore-based zarr on ds.to_zarr(): ```python In [1]: import xarray as xr; import zarr; import numpy as np In [2]: xr.__version__ Ou..."
pydata/xarray,11088,"open_mfdataset segfaults when using engine=""netcdf4"" and Prallel=Tru",https://github.com/pydata/xarray/issues/11088,open,11,bug,fsspec,"bottleneck, hang, io",ArielDeVora,2026-01-15T15:02:36Z,"### What happened? When opening a mf_dataset using netcdf4 engine and parallel=True a segmentation fault arises. The whole open_mfdataset and all operations are wrapped in a class inheriting from xr.Dataset. I would like to know whether netcdf4 engine is compatible with parallel=True, or if there ar..."
zarr-developers/zarr-python,4029,VerboseModule cannot be pickled,https://github.com/zarr-developers/zarr-python/issues/4029,open,21,bug,"fsspec, gcsfs, s3fs","cache, hang, io, stall, stalled",vladidobro,2026-06-03T20:43:01Z,"### Zarr version 3.2.1 ### Numcodecs version 0.16.5 ### Python Version 3.12.12 ### Operating System Mac ### Installation using uv run ### Description Hi, I was trying to send zarr.storage.ObjectStore-backed Dask arrays to Dask, and I hit this error. Apparently `zarr.storage`, the module, cannot be p..."
zarr-developers/zarr-python,4217,fully separate sync and async internal APIs,https://github.com/zarr-developers/zarr-python/issues/4217,open,17,,fsspec,"hang, io, latency, performance, slow",d-v-b,2026-07-30T08:37:57Z,"## current state our `Store` API uses _async_ methods for doing IO. In Python today, this is ergonomic for high-latency storage (stuff stored on a server far away), and unergonomic for low-latency storage (stuff stored in memory). similarly, our `Codec` API uses async methods for encoding and decodi..."
zarr-developers/zarr-python,3773,Divergent behavior of memory store and localstore list prefix,https://github.com/zarr-developers/zarr-python/issues/3773,open,15,bug,"fsspec, gcsfs, s3fs","io, stall, stalled",ianhi,2026-03-13T14:55:59Z,### Zarr version main ### Numcodecs version main ### Python Version 3.11 ### Operating System Mac ### Installation uv ### Description Memory Store and Fsspec file system store return different results for `list_prefix` I think that the localstore matches what I would expect ### Steps to reproduce ``...
zarr-developers/zarr-python,3487,"Explicitly using fsspec and zarr FsspecStore causes RuntimeError ""Task attached to a different loop""",https://github.com/zarr-developers/zarr-python/issues/3487,open,13,,"abstractfilesystem, filesystem, fsspec, gcsfs, url_to_fs",io,dmitriyrepin,2025-09-23T19:30:30Z,## Summary Mixing explicit use of fsspec and zarr FsspecStore produces the following error: ```'RuntimeError: Task <Task pending ... > attached to a different loop. Task was destroyed but it is pending!'``` ## Reproducers: 1. When one explicitly creates fsspec.AbstractFileSystem and then uses it in ...
zarr-developers/zarr-python,3576,Zarr over ssh fails with `unexpected keyword argument`,https://github.com/zarr-developers/zarr-python/issues/3576,open,11,bug,fsspec,"io, stall, stalled",b8raoult,2025-11-09T18:15:44Z,"### Zarr version 3.1.3 ### Numcodecs version 0.15.1 ### Python Version 3.12.9 ### Operating System Linux ### Installation uv pip install ### Description Calling `zarr.open` with an `ssh://...` url fails with the following error: ``` File "".../python3.12/site-packages/fsspec/implementations/sftp.py"",..."
zarr-developers/zarr-python,4223,Monthly issue metrics report,https://github.com/zarr-developers/zarr-python/issues/4223,open,10,,"filesystem, fsspec","benchmark, io",github-actions[bot],2026-08-01T03:11:11Z,"# Issue Metrics | Metric | Average | Median | 90th percentile | | --- | --- | --- | ---: | | Time to first response | 11:44:43 | 4:18:47 | 1 day, 0:31:45 | | Time to first review | None | None | None | | Time to close | 5 days, 18:12:44 | 5 days, 19:32:26 | 11 days, 10:07:42 | | Time to answer | Non..."
zarr-developers/zarr-python,4221,"FsspecStore.from_url() raises ""RuntimeError: Loop is not running"" during interpreter shutdown",https://github.com/zarr-developers/zarr-python/issues/4221,open,8,bug,fsspec,"io, stall",hginzel,2026-07-30T19:45:28Z,### Zarr version v3.3.0 ### Numcodecs version v0.16.5 ### Python Version 3.12.11 ### Operating System Ubuntu 26.04 ### Installation uv add zarr ### Environment Python 3.12.11 zarr 3.3.0 fsspec 2026.7.0 adlfs 2026.5.0 azure-identity 1.25.3 ### Description Creating a FsspecStore backed by Azure Blob S...
zarr-developers/zarr-python,3983,Regression in support for indexing into structured arrays within a Zarr store (v2 -> v3),https://github.com/zarr-developers/zarr-python/issues/3983,open,8,bug,fsspec,"io, stall",rachitk,2026-05-18T23:09:07Z,"### Zarr version v3.2.1 ### Numcodecs version 0.16.5 ### Python Version 3.12.7 ### Operating System Linux ### Installation Pip into virtual environment ### Description In Zarr-Python 2, saving a structured array into a Zarr store enabled one to load the store and index into the structured array to l..."
zarr-developers/zarr-python,3520,Proposal: Make Obstore backend the default for s3/gcs/azure/https,https://github.com/zarr-developers/zarr-python/issues/3520,open,8,,fsspec,"benchmark, performance",jhamman,2025-10-14T11:25:35Z,"The Obstore backend in Zarr for about 6 months. Its working great and is significantly more performant that the fsspec alternatives. See [maxrjones/zarr-obstore-performance](https://github.com/maxrjones/zarr-obstore-performance) for performance benchmarks. With this in mind, I'm proposing that we sw..."
zarr-developers/zarr-python,3495,Failure to list keys on remote HTTP store,https://github.com/zarr-developers/zarr-python/issues/3495,open,8,bug,fsspec,"io, stall",ianhi,2025-09-30T18:43:44Z,"### Zarr version main ### Numcodecs version 0.16.3 ### Python Version 3.13 ### Operating System mac ### Installation pep-723 ### Description Opening a remote zarr store over https can silently fails to list keys ### Steps to reproduce ```python # /// script # requires-python = "">=3.11"" # dependencie..."
zarr-developers/zarr-python,3453,make `remote` dependencies more precise,https://github.com/zarr-developers/zarr-python/issues/3453,open,8,chore,fsspec,"io, stall",d-v-b,2025-09-14T18:27:11Z,"We have an optional dependency called [`remote`](https://github.com/zarr-developers/zarr-python/blob/bce30dd3cc92a35038b88f80c4c42130670d4100/pyproject.toml#L64) that includes fsspec and obstore. But fsspec doesn't support http or s3 by default, so users who install `zarr[remote]` and try to open ht..."
zarr-developers/zarr-python,3923,newtype pattern to protect against sloppy path normalization,https://github.com/zarr-developers/zarr-python/issues/3923,open,5,enhancement,fsspec,io,d-v-b,2026-04-23T16:32:01Z,"#3922 revealed that we don't normalize the `path` parameter when creating an instance of `FSSpecStore`. So `Store(path=""foo/"")` and `Store(path=""foo"")` end up with different `.path` attributes. One way to guard against this type of bug would be to introduce a new type that models ""strings that have ..."
zarr-developers/zarr-python,3617,"Tolerate 403 HTTP codes in S3 stores as ""non existing"" objects",https://github.com/zarr-developers/zarr-python/issues/3617,open,5,,fsspec,io,jordi-domingo,2025-12-09T15:13:53Z,"Dear all, I have a request for Zarr-Python related to their S3 stores (fsspec, obstore). Under certain circumstances, accessing a Zarr datacube in S3 can lead to 403 responses, which is an expected and correct behaviour: 1. During the creation of the datacube, chunk files with no data are directly n..."
zarr-developers/zarr-python,3471,"should the default path for the `FsspecStore` be `""/""` or `""""`",https://github.com/zarr-developers/zarr-python/issues/3471,open,5,,fsspec,io,d-v-b,2025-09-18T14:17:54Z,"The default path for `FsspecStore` is currently ""/"". I feel like this is less correct than the empty string """", and I suspect the leading ""/"" is removed internally by many of our path normalization routines."
zarr-developers/zarr-python,3463,Opening Icechunk using Zarr 3.0 in a flask context,https://github.com/zarr-developers/zarr-python/issues/3463,open,5,,filesystem,io,adanb13,2025-09-17T05:06:47Z,"I am trying to open a local `.icechunk` via: ``` import xarray as xr import logging from pathlib import Path logger = logging.getLogger(__name__) import icechunk import zarr def open_icechunk_dataset(file_path: Path, **kwargs) -> xr.Dataset: """""" Load an Icechunk dataset using the Icechunk Python API..."
apache/arrow,50667,[C++][Python] Significant performance degradation after pyarrow 24.0.0 to 25.0.0 upgrade,https://github.com/apache/arrow/issues/50667,open,21,"Type: bug, Component: C++, Component: Python","filesystem, gcsfilesystem, s3filesystem","caching, hang, io, performance, stall",ghaarsma,2026-07-27T20:58:00Z,"### Describe the bug, including details regarding any error messages, version, and platform. In our application we implement a local TimeSeries caching implementation that stores TimeSeries data into Parquet files. We heavily read/write parquet files via the pandas to_parquet(engine=""pyarrow"") and r..."
apache/arrow,50512,"[C++][Compute] unique, value_counts and dictionary_encode have no kernel for float16 (halffloat)",https://github.com/apache/arrow/issues/50512,open,11,"Type: enhancement, Component: C++",parts,"io, stall, stalled",fornwall,2026-07-15T10:16:48Z,"### Describe the enhancement requested The hash-based vector functions do not support `halffloat` input, while supporting all other numeric types: ```python >>> import pyarrow as pa >>> pa.array([1.5, 2.5], type=pa.float16()).dictionary_encode() ArrowNotImplementedError: Function 'dictionary_encode'..."
apache/arrow,50665,[Python] s3fs selector count is not asserted,https://github.com/apache/arrow/issues/50665,open,9,Component: Python,"filesystem, fsspec, s3fs",io,anxkhn,2026-07-27T17:49:07Z,"### Describe the bug, including details regarding any error messages, version, and platform. `test_get_file_info_with_selector` in `python/pyarrow/tests/test_fs.py` evaluates `len(infos) == 4` without asserting it for recursive listings through the fsspec S3 backend. The comparison result is discard..."
apache/arrow,50599,[Python] Debian job on i386 segfaults when running Python tests,https://github.com/apache/arrow/issues/50599,open,8,"Type: bug, Component: Python",gcsfs,"hang, io",raulcd,2026-07-22T11:40:51Z,"### Describe the bug, including details regarding any error messages, version, and platform. The [test-debian-13-python-3-i386](https://github.com/ursacomputing/crossbow/actions/runs/29889191727/job/88826043097) nightly job is segfaulting with the following error when running tests: ``` + pytest -r ..."
apache/arrow,50542,[C++] Version 25.0.0 does not build with ARROW_SIMD_LEVEL=NONE,https://github.com/apache/arrow/issues/50542,open,8,"Type: bug, Component: C++",filesystem,"io, stall",lahwaacz,2026-07-18T10:07:54Z,"### Describe the bug, including details regarding any error messages, version, and platform. I tried to build the 25.0.0 release on Arch Linux but it failed with these errors: ``` cmake_options=( -B build -S apache-arrow-25.0.0/cpp -G Ninja -W no-dev -DCMAKE_BUILD_TYPE=RelWithDebInfo -DCMAKE_INSTALL..."
apache/arrow,50244,[C++] Arrow test 'arrow-utility-test' contains container-overflow error,https://github.com/apache/arrow/issues/50244,open,5,"Type: bug, Component: C++",filesystem,io,PhoebeHui,2026-06-24T02:33:12Z,"### Describe the bug, including details regarding any error messages, version, and platform. When I verify arrow test after https://github.com/apache/arrow/issues/48094 resolved, the test 'arrow-utility-test' failed with container-overflow error again, could you please take a look? Steps to reproduc..."
huggingface/datasets,8149,[Optimization] Prevent per-thread instantiation of Cloud Storage FileSystem during Data loading initialization,https://github.com/huggingface/datasets/issues/8149,open,26,enhancement,"filesystem, fsspec, gcsfilesystem, gcsfs, s3filesystem, s3fs, url_to_fs","cache, concurrent, io, multithreading",ankitaluthra1,2026-04-23T13:09:19Z,"### Feature request Modify the dataset loading initialization, so that fsspec filesystem instances (like GCSFileSystem or S3FileSystem) are instantiated once in the main thread and explicitly passed down to the background threads. By pre-instantiating the fs object in the main thread (where the dire..."
huggingface/datasets,8242,"""eval_strategy"": ""no"" perform evaluation",https://github.com/huggingface/datasets/issues/8242,open,23,,"fsspec, gcsfs, mmap, s3fs","cache, hang, io, performance, speed",SamuelLarkin,2026-06-05T18:08:17Z,"### Describe the bug Hi, I'm trying to train a diffusion model and I getting stuck with ``` strace -p 967873 strace: Process 967873 attached ioctl(9, _IOC(_IOC_READ|_IOC_WRITE, 0x46, 0x2a, 0x20), 0x7fff18579d90) = 0 ioctl(9, _IOC(_IOC_READ|_IOC_WRITE, 0x46, 0x2a, 0x20), 0x7fff18579d90) = 0 ``` But m..."
huggingface/datasets,8256,Dataset Viewer fails on TSFile datasets,https://github.com/huggingface/datasets/issues/8256,open,8,,fsspec,"io, stall",gengziyand,2026-06-10T03:15:32Z,### Describe the bug ## Description The Dataset Viewer fails when trying to display a dataset stored in TSFile format. The error shown by the viewer is: ```python ModuleNotFoundError: No module named 'tsfile' ### Steps to reproduce the bug # Dataset Viewer fails to load TSFile dataset due to missing...
huggingface/datasets,8201,Encountered an error when loading data in WebDataset format using `load_datasets` during multi-matchines training.,https://github.com/huggingface/datasets/issues/8201,open,8,,fsspec,"cache, io",aihao2000,2026-05-15T19:21:24Z,"### Describe the bug Single-machine training works fine, but multi-machine training throws up all sorts of weird bugs. Help me! ### Steps to reproduce the bug train_dataset = load_dataset( ""webdataset"", data_files=args.train_dataset, split=""train"", streaming=True,cache_dir='/dev/shm/.cache' ) args.t..."
huggingface/datasets,8125,Feature request: being able to disable chmod for flat permission filesystems,https://github.com/huggingface/datasets/issues/8125,open,8,enhancement,filesystem,"cache, io",younesbelkada,2026-04-08T08:17:14Z,"### Feature request For flat permission file systems, `os.chmod` simply fails when trying to cache datasets - in some places such as: https://github.com/huggingface/datasets/blob/main/src/datasets/arrow_dataset.py#L4043-L4048 for arrow datasets. This seems to be optional to obtained desired behavior..."
huggingface/datasets,8034,[BUG] load_datasets() cannot use the generated Arrow cache correctly,https://github.com/huggingface/datasets/issues/8034,open,8,,fsspec,"cache, io",Nexround,2026-02-28T08:11:23Z,"### Describe the bug The datasets library cannot use the generated Arrow cache correctly, seemingly due to a flaw in the internal hash symbol calculation logic. The following code provides verification. I am trying to locate the specific code position, and if there are further developments, I will u..."
huggingface/datasets,8029,`cache_dir` option in `download_config` in `load_dataset` is not respected,https://github.com/huggingface/datasets/issues/8029,open,8,,fsspec,"cache, io",TsXor,2026-02-27T16:05:30Z,### Describe the bug Downloaded files still go to `~/.cache/huggingface/hub/` even if I specified `cache_dir` option in `download_config` in `load_dataset`. ### Steps to reproduce the bug Run my freshly written script and found that downloaded files did not go where I want. ```python ''' 下载OpenWebTe...
huggingface/datasets,8375,"`PandasArrayExtensionDtype._metadata` should be a tuple, not a string",https://github.com/huggingface/datasets/issues/8375,open,5,,fsspec,io,kohankhaki,2026-07-31T01:50:02Z,"### Describe the bug There's a small typo in `PandasArrayExtensionDtype` (`src/datasets/features/features.py`): ```python _metadata = ""value_type"" ``` Pandas expects `_metadata` to be a tuple of attribute names, like `(""value_type"",)`, not a plain string ([API documentation ref](https://pandas.pydat..."
huggingface/datasets,8159,"tests/conftest.py, tests/_test_patching.py, tests/fixtures/fsspec.py and other files are missing from the PYPI distribution",https://github.com/huggingface/datasets/issues/8159,open,5,,fsspec,io,yurivict,2026-04-28T20:01:05Z,### Describe the bug Version: 4.8.5 ### Steps to reproduce the bug n/a ### Expected behavior n/a ### Environment info n/a
pytorch/pytorch,192209,"MapAllocator hardcodes PROT_WRITE, causing OOM on unified-memory systems: no way to request a read-only file mapping",https://github.com/pytorch/pytorch/issues/192209,open,18,"module: dataloader, module: memory usage",mmap,"io, oom",nvbfalk,2026-08-05T09:21:43Z,"### 🐛 Describe the bug ## Bug Description `MapAllocator` maps checkpoint files `PROT_READ|PROT_WRITE` on both branches, even though the non-shared path opens the fd `O_RDONLY`: https://github.com/pytorch/pytorch/blob/main/aten/src/ATen/MapAllocator.cpp ```cpp if (flags_ & (ALLOCATOR_MAPPED_SHARED | ..."
ray-project/ray,65030,[Core] Support a log directory independent of the Ray session temp directory,https://github.com/ray-project/ray/issues/65030,open,8,"usability, core, community-backlog",filesystem,"io, stall",zzchun,2026-07-27T09:29:24Z,"## Description Ray currently places node logs and runtime environment resources under the same session directory: ```text <temp-dir>/<session>/ ├── logs/ └── runtime_resources/ ``` In Ray 2.56.1 and current master (`3fb63d965fd5fce5622d76f38fd3e51dc828f387`), `Node._logs_dir` is still derived as `os..."
